Code,FWSurvival,DeerYear,Sex,BirthWt,MumCode,MotherStatus,MumAge
LIC74,1,1974,2,6.55,CRT71,Naive,3
LIC76,1,1976,2,8.31,CRT71,True yeld,5
LIC78,0,1978,2,4.46,CRT71,Summer yeld,7
MOS80,1,1980,2,7.21,CRT74,True yeld,6
MOS82,0,1982,2,7.33,CRT74,True yeld,8
MOS83,1,1983,1,4.98,CRT74,Winter yeld,9
MOS85,0,1985,1,6.69,CRT74,True yeld,11
SAF80,1,1980,1,5.68,CRT76,Naive,4
SAF82,1,1982,2,6.86,CRT76,True yeld,6
SAF83,0,1983,2,3.75,CRT76,Milk,7
SAF84,1,1984,2,6.34,CRT76,Winter yeld,8
SAF85,1,1985,2,7.02,CRT76,Milk,9
SAF90,0,1990,2,7.31,CRT76,Milk,14
SAF92,0,1992,2,6.99,CRT76,True yeld,16
GOB02,0,2002,1,4.73,CSK98,Naive,4
COU91,0,1991,1,5.76,CUC84,Summer yeld,7
COU96,0,1996,2,4.86,CUC84,Summer yeld,12
ZUC96,1,1996,2,5.62,CUC91,Milk,5
ZUC98,1,1998,2,7.68,CUC91,True yeld,7
ZUC01,1,2001,1,5.68,CUC91,Summer yeld,10
ZUC03,1,2003,1,6.44,CUC91,True yeld,12
ZUC06,0,2006,2,5.62,CUC91,Summer yeld,15
ORG01,0,2001,2,6.28,CUM98,Naive,3
WHA82,0,1982,1,7.32,CUR78,Naive,4
WHA83,1,1983,1,5.06,CUR78,Winter yeld,5
WHA84,1,1984,2,7.37,CUR78,Milk,6
WHA86,0,1986,2,7.52,CUR78,True yeld,8
WHA87,1,1987,1,6.66,CUR78,Winter yeld,9
WHA89,1,1989,1,7.87,CUR78,True yeld,11
WHA91,1,1991,1,6.82,CUR78,True yeld,13
CES19,1,2019,1,6.55,DAK12,True yeld,7
FOP94,0,1994,2,5.88,DAN90,Naive,4
FOP97,1,1997,1,5.9,DAN90,Winter yeld,7
FOP98,0,1998,2,6.62,DAN90,Milk,8
FOP99,0,1999,1,6.7,DAN90,Winter yeld,9
AML16,1,2016,1,5.87,DAW12,Naive,4
DPU95,1,1995,2,7.42,DBL89,Milk,6
RAD08,0,2008,1,6.04,DEO05,Naive,3
MOU99,1,1999,2,7.64,DIC94,Naive,5
MOU00,1,2000,2,7.43,DIC94,Milk,6
MOU02,1,2002,2,7.43,DIC94,Winter yeld,8
MOU03,1,2003,1,7.84,DIC94,Milk,9
MOU05,1,2005,2,8.82,DIC94,True yeld,11
MOU06,1,2006,2,7.74,DIC94,Milk,12
MOU08,1,2008,2,8.12,DIC94,Winter yeld,14
MOU09,1,2009,2,7.46,DIC94,Milk,15
WAL99,0,1999,2,5.73,DIC95,Naive,4
WAL00,1,2000,2,5.73,DIC95,Winter yeld,5
WAL02,1,2002,1,6.28,DIC95,Summer yeld,7
WAL03,1,2003,1,5.98,DIC95,Milk,8
WAL04,0,2004,2,7.3,DIC95,Milk,9
WAL06,1,2006,1,5.94,DIC95,Summer yeld,11
WAL07,0,2007,1,6.71,DIC95,Milk,12
WAL08,0,2008,1,5.44,DIC95,Winter yeld,13
WAL09,0,2009,2,5.43,DIC95,Winter yeld,14
ULU15,1,2015,2,7.25,DID06,Milk,9
SHE12,1,2012,1,5.18,DID09,Naive,3
BNG17,0,2017,1,3.7,DID13,Naive,4
MNN05,0,2005,2,7.44,DIL01,Naive,4
NET98,0,1998,1,8.08,DOC94,Naive,4
NET99,1,1999,1,7.81,DOC94,Winter yeld,5
NET01,0,2001,1,7.58,DOC94,True yeld,7
NET02,1,2002,1,7.34,DOC94,Winter yeld,8
NET03,1,2003,2,8.14,DOC94,Milk,9
NET04,0,2004,2,7.59,DOC94,Milk,10
NET07,1,2007,2,9.14,DOC94,Summer yeld,13
NET08,0,2008,2,6.94,DOC94,Milk,14
OXY01,1,2001,2,7.3,DOC96,Summer yeld,5
OXY03,1,2003,2,8.22,DOC96,True yeld,7
OXY05,1,2005,1,7.58,DOC96,True yeld,9
OXY06,1,2006,1,6.32,DOC96,Milk,10
OXY09,1,2009,2,6.68,DOC96,Milk,13
OXY11,1,2011,2,8.12,DOC96,True yeld,15
RMX01,0,2001,2,6.56,DOC97,Naive,4
LUZ88,0,1988,1,7.4,DOR78,Milk,10
DUI87,1,1987,2,6.84,DOR82,Summer yeld,5
DUI89,1,1989,1,5.16,DOR82,True yeld,7
DUI91,0,1991,1,6.94,DOR82,True yeld,9
CCK07,1,2007,1,6.11,DTN04,Naive,3
IVO94,0,1994,2,5.46,EBO90,Naive,4
IVO96,1,1996,2,7.24,EBO90,True yeld,6
IVO97,1,1997,1,3.16,EBO90,Milk,7
IVO99,1,1999,1,6.66,EBO90,Summer yeld,9
IVO01,0,2001,2,6.35,EBO90,True yeld,11
IVO03,1,2003,2,7.62,EBO90,True yeld,13
VOR17,0,2017,1,6.82,EDD13,Naive,4
HRN01,0,2001,1,5.5,EGR96,Summer yeld,5
SCP07,0,2007,2,6.45,EID03,Naive,4
SCP09,1,2009,2,7.06,EID03,True yeld,6
SCP14,0,2014,2,,EID03,Summer yeld,11
SCP15,1,2015,2,,EID03,Winter yeld,12
SCP17,0,2017,2,,EID03,True yeld,14
FIL90,1,1990,1,7.74,EIF81,True yeld,9
FIL92,1,1992,2,8.44,EIF81,True yeld,11
BRA72,1,1972,1,6.08,ELG68,Naive,4
BRA76,1,1976,2,8.38,ELG68,True yeld,8
BRA77,1,1977,1,5.14,ELG68,Milk,9
GIS21,1,2021,1,4.84,ELK18,Naive,3
ALI13,0,2013,2,7.48,EMB08,Naive,5
FLM15,1,2015,2,7.13,EMB12,Naive,3
FLM16,1,2016,2,7.13,EMB12,Milk,4
PET83,1,1983,1,6.46,FAG79,Naive,4
PET85,1,1985,1,7.64,FAG79,True yeld,6
PET87,1,1987,1,6.64,FAG79,True yeld,8
PET88,1,1988,1,4.71,FAG79,Milk,9
STE05,1,2005,2,7.24,FAL01,Naive,4
TNG92,0,1992,2,5.78,FAN88,Naive,4
TNG94,1,1994,2,8.06,FAN88,True yeld,6
TNG95,1,1995,2,4.55,FAN88,Milk,7
TNG97,1,1997,2,4.9,FAN88,Milk,9
TNG99,1,1999,1,6.42,FAN88,True yeld,11
GRA93,1,1993,1,5.45,FAN90,Naive,3
GRA94,0,1994,2,6.2,FAN90,Milk,4
GRA95,1,1995,1,5.43,FAN90,Winter yeld,5
GRA96,1,1996,1,6.06,FAN90,Milk,6
GRA98,1,1998,1,7.42,FAN90,Summer yeld,8
GRA99,1,1999,1,5.56,FAN90,Milk,9
GRA00,1,2000,2,5.35,FAN90,Milk,10
GRA01,0,2001,1,5.98,FAN90,Milk,11
GRA02,1,2002,1,5.32,FAN90,Winter yeld,12
GRA03,1,2003,2,7.01,FAN90,Milk,13
GRA04,0,2004,2,5.37,FAN90,Milk,14
GRA07,0,2007,2,5.14,FAN90,Summer yeld,17
MDL97,0,1997,2,4.96,FAN93,Naive,4
MDL98,0,1998,1,4.78,FAN93,Winter yeld,5
MDL99,0,1999,1,5.98,FAN93,Winter yeld,6
MDL01,0,2001,2,6.41,FAN93,True yeld,8
MDL03,1,2003,2,5.68,FAN93,True yeld,10
MDL04,0,2004,2,5.22,FAN93,Milk,11
DID09,1,2009,1,6.96,FDL00,Milk,9
LUT08,1,2008,1,4.6,FDL03,Naive,5
LUT10,1,2010,1,4.56,FDL03,True yeld,7
LUT12,1,2012,1,5.06,FDL03,True yeld,9
LUT16,0,2016,2,5.2,FDL03,Summer yeld,13
MND99,1,1999,2,3.5,FDL94,Winter yeld,5
BNJ01,0,2001,1,3.44,FDL96,Naive,5
UKL05,1,2005,2,6.18,FDL99,Summer yeld,6
UKL06,1,2006,1,5.22,FDL99,Milk,7
UKL08,1,2008,2,7.14,FDL99,True yeld,9
UKL09,1,2009,2,7.66,FDL99,Milk,10
UKL14,1,2014,2,6.78,FDL99,Summer yeld,15
LPW91,1,1991,1,4.66,FEA87,Naive,4
LPW93,1,1993,1,5.64,FEA87,True yeld,6
LPW97,1,1997,1,5.44,FEA87,True yeld,10
LPW98,0,1998,1,5.68,FEA87,Milk,11
TRI98,0,1998,1,5.08,FEA94,Naive,4
BRF74,1,1974,2,8.92,FEE71,Naive,3
BRF76,1,1976,2,7.72,FEE71,True yeld,5
BRF79,1,1979,1,6.26,FEE71,True yeld,8
BRF82,1,1982,2,6.45,FEE71,Summer yeld,11
PHO80,0,1980,2,6.9,FEE75,Summer yeld,5
FEE73,1,1973,2,6.4,FEEDE,Milk,7
FEE74,0,1974,1,7.65,FEEDE,Milk,8
FEE75,1,1975,1,6.94,FEEDE,Winter yeld,9
FIN93,1,1993,1,5.06,FEN89,Naive,4
FIN97,1,1997,1,5.94,FEN89,Milk,8
DIL99,1,1999,2,7.04,FEN90,Winter yeld,9
CHA92,0,1992,2,4.68,FID86,Naive,6
COQ94,1,1994,1,6.76,FIL90,Milk,4
CRD96,1,1996,1,5.23,FIN93,Naive,3
NAK90,1,1990,1,6.24,FLA85,Milk,5
NAK92,0,1992,2,8.12,FLA85,True yeld,7
SLR03,0,2003,1,5.84,FLG98,Naive,5
SLR05,0,2005,2,4.88,FLG98,True yeld,7
SLR06,0,2006,1,4.68,FLG98,Winter yeld,8
SLR08,0,2008,2,6.27,FLG98,True yeld,10
SLR11,0,2011,2,6.46,FLG98,Summer yeld,13
SLR13,0,2013,1,5.44,FLG98,True yeld,15
FIB13,0,2013,1,5.69,FMR06,Milk,7
FNY01,0,2001,1,3.52,FOP97,Naive,4
BAN93,0,1993,2,7.98,FRE83,Summer yeld,10
SWT12,1,2012,2,6.9,FRT06,Milk,6
SWT13,1,2013,2,6.52,FRT06,Milk,7
SWT15,1,2015,2,8.74,FRT06,True yeld,9
SWT16,1,2016,2,7.63,FRT06,Milk,10
SWT17,1,2017,1,7.92,FRT06,Milk,11
PPL11,1,2011,1,6.7,FRT07,Naive,4
PPL12,1,2012,1,7.06,FRT07,Milk,5
PPL14,1,2014,2,7.52,FRT07,True yeld,7
PPL15,1,2015,1,6.15,FRT07,Milk,8
PPL16,1,2016,2,6.02,FRT07,Milk,9
GCE08,1,2008,2,8.78,FTH03,Summer yeld,5
HOP12,1,2012,2,6.44,FTH08,Naive,4
WIL89,0,1989,1,5.72,FUL85,Naive,4
SKU91,0,1991,1,5.28,FUL86,Naive,5
SKU93,1,1993,2,5.76,FUL86,True yeld,7
SKU94,0,1994,1,6.06,FUL86,Milk,8
SKU95,1,1995,2,6.48,FUL86,Winter yeld,9
SKU97,1,1997,2,6.82,FUL86,Milk,11
SKU99,0,1999,1,4.42,FUL86,True yeld,13
SKU01,0,2001,1,3.52,FUL86,True yeld,15
ALB91,0,1991,1,5.6,FUL87,Naive,4
ALB93,1,1993,1,7.71,FUL87,Summer yeld,6
ALB94,1,1994,1,6.9,FUL87,Milk,7
ALB97,1,1997,2,7.52,FUL87,True yeld,10
BNX93,1,1993,1,4.94,FUL89,Naive,4
BNX94,1,1994,1,5.12,FUL89,Milk,5
BNX95,1,1995,1,6.5,FUL89,Milk,6
BNX96,1,1996,2,5.71,FUL89,Milk,7
BNX98,1,1998,2,7.73,FUL89,Milk,9
BNX99,0,1999,2,6.15,FUL89,Milk,10
HIR01,0,2001,2,6.94,FUL93,True yeld,8
HIR03,1,2003,1,6.84,FUL93,True yeld,10
HIR08,0,2008,1,6.86,FUL93,True yeld,15
AST90,1,1990,1,6.36,GAL85,Summer yeld,5
AST91,1,1991,2,7.45,GAL85,Milk,6
AST93,0,1993,2,6.04,GAL85,True yeld,8
AST94,0,1994,1,6.94,GAL85,Winter yeld,9
AST95,1,1995,2,5.44,GAL85,Winter yeld,10
STA94,0,1994,1,6.42,GAL89,Naive,5
STA95,0,1995,2,4.48,GAL89,Winter yeld,6
STA97,1,1997,1,6.24,GAL89,True yeld,8
STA00,0,2000,2,7.36,GAL89,True yeld,11
SLO98,1,1998,2,6.64,GIN93,Naive,5
SLO99,0,1999,2,5.48,GIN93,Milk,6
SLO00,0,2000,1,5.21,GIN93,Winter yeld,7
SLO01,1,2001,1,6.41,GIN93,Winter yeld,8
SLO03,0,2003,2,,GIN93,True yeld,10
SLO05,1,2005,1,7.14,GIN93,True yeld,12
SLO07,0,2007,1,5.54,GIN93,True yeld,14
ACA10,0,2010,2,6.96,GKG07,Naive,3
BOT81,1,1981,1,5.93,GL375,True yeld,6
BOT84,1,1984,2,5.2,GL375,Summer yeld,9
BOT85,0,1985,2,5.42,GL375,Milk,10
GL376,1,1976,2,6.94,GLA69,Milk,7
GL377,1,1977,2,6.28,GLA69,Milk,8
GL380,1,1980,1,7.6,GLA69,True yeld,11
BUA21,0,2021,2,6.58,GLE16,Milk,5
CNT10,1,2010,2,5.43,GLI06,Naive,4
CLS16,1,2016,2,6.34,GLR13,Naive,3
CLS17,1,2017,1,5.99,GLR13,Milk,4
CLS19,1,2019,1,6.14,GLR13,Milk,6
CLS20,1,2020,1,7.74,GLR13,Milk,7
PLV23,0,2023,2,9.56,GLR18,Summer yeld,5
TNQ12,1,2012,2,6.68,GNB07,Naive,5
TNQ14,1,2014,2,7.33,GNB07,True yeld,7
TNQ16,0,2016,2,5.83,GNB07,True yeld,9
MOJ19,1,2019,1,,GNB10,Summer yeld,9
MOJ20,1,2020,2,,GNB10,Milk,10
MOJ22,0,2022,2,,GNB10,True yeld,12
BMY17,1,2017,2,7.91,GNB12,Naive,5
BMY19,1,2019,2,7.59,GNB12,True yeld,7
LMS97,1,1997,1,6.36,GOD94,Naive,3
LMS98,0,1998,1,6.68,GOD94,Milk,4
LMS99,0,1999,2,7.94,GOD94,Winter yeld,5
LMS00,1,2000,1,6.92,GOD94,Winter yeld,6
LMS04,0,2004,1,7.02,GOD94,Milk,10
LMS05,1,2005,1,6.54,GOD94,Winter yeld,11
LMS06,1,2006,1,7.14,GOD94,Milk,12
LMS07,1,2007,1,7.68,GOD94,Milk,13
LMS10,0,2010,1,4.54,GOD94,Summer yeld,16
RUF00,1,2000,1,4.14,GOD97,Naive,3
RUF03,0,2003,2,6.76,GOD97,Milk,6
RUF04,0,2004,1,4.78,GOD97,Winter yeld,7
RUF05,0,2005,1,5.18,GOD97,Winter yeld,8
RUF06,1,2006,2,5.86,GOD97,Winter yeld,9
RUF07,0,2007,1,6.7,GOD97,Milk,10
RUF08,0,2008,1,5.83,GOD97,Winter yeld,11
RUF09,1,2009,1,4.32,GOD97,Winter yeld,12
RUF10,0,2010,2,4.56,GOD97,Milk,13
RUF12,1,2012,2,6.08,GOD97,True yeld,15
CBL06,0,2006,1,5.78,GRA02,Naive,4
CBL07,0,2007,1,4.44,GRA02,Winter yeld,5
CBL09,0,2009,2,6.12,GRA02,True yeld,7
SCR00,1,2000,2,6.93,GRA93,Summer yeld,7
SCR01,1,2001,2,6.41,GRA93,Milk,8
SCR03,1,2003,2,6.95,GRA93,True yeld,10
SCR04,1,2004,1,6,GRA93,Milk,11
SCR07,0,2007,1,5.04,GRA93,Milk,14
SHI99,0,1999,2,5.99,GRA95,Naive,4
SHL01,1,2001,1,3.95,GRA96,Naive,5
SHL04,0,2004,1,6.02,GRA96,True yeld,8
RUB05,1,2005,2,6.66,GRA98,Summer yeld,7
RUB10,0,2010,2,5.26,GRA98,Milk,12
CLK04,1,2004,1,6.08,GRA99,Naive,5
CLK06,1,2006,1,8.88,GRA99,True yeld,7
TRA81,0,1981,2,6.98,GRC76,Summer yeld,5
TRA83,1,1983,2,4.94,GRC76,True yeld,7
TRA84,1,1984,2,5.32,GRC76,Milk,8
TRA87,0,1987,2,4.42,GRC76,Summer yeld,11
YHO71,1,1971,1,5.86,GRE68,Naive,3
YHO72,1,1972,2,8.12,GRE68,Milk,4
YHO74,1,1974,1,8.14,GRE68,True yeld,6
YHO75,1,1975,2,6.94,GRE68,Milk,7
YHO76,1,1976,2,6.88,GRE68,Milk,8
YHO79,1,1979,2,6.44,GRE68,Summer yeld,11
GRC76,1,1976,1,5.54,GRE72,Naive,4
GRC77,1,1977,1,5.47,GRE72,Milk,5
GRC79,1,1979,2,3.78,GRE72,True yeld,7
GRC81,0,1981,2,8.04,GRE72,True yeld,9
GRC84,1,1984,2,5.72,GRE72,Summer yeld,12
GRC85,0,1985,2,5.24,GRE72,Milk,13
SNI77,1,1977,1,6.26,GRE73,Summer yeld,4
SNI79,1,1979,2,5.22,GRE73,True yeld,6
SNI81,0,1981,1,7.14,GRE73,True yeld,8
GRE68,1,1968,1,6.94,GREET,Naive,4
GRE70,1,1970,2,4.78,GREET,Milk,6
GRE74,1,1974,2,6.58,GREET,Milk,10
GRE75,0,1975,2,4.1,GREET,Milk,11
HDX13,1,2013,2,5.86,GTR06,True yeld,7
HDX14,1,2014,1,6.54,GTR06,Milk,8
BED12,1,2012,2,6.71,GYP07,Naive,5
BED17,1,2017,1,8.04,GYP07,True yeld,10
IND92,1,1992,1,6.64,HAL87,Naive,5
JEE95,1,1995,2,6.16,HAL90,Summer yeld,5
JEE00,1,2000,2,7.31,HAL90,Summer yeld,10
JEE01,1,2001,2,6.84,HAL90,Milk,11
JEE03,1,2003,2,6.62,HAL90,True yeld,13
JEE10,1,2010,2,,HAL90,True yeld,20
SPI97,1,1997,1,6.48,HAL94,Naive,3
SPI01,1,2001,2,7.2,HAL94,Milk,7
TIK98,1,1998,1,6.48,HAL95,Naive,3
TIK01,1,2001,1,6.92,HAL95,Summer yeld,6
TIK03,1,2003,1,8.76,HAL95,True yeld,8
TIK05,1,2005,2,,HAL95,Summer yeld,10
TIK06,0,2006,1,,HAL95,Milk,11
SES87,1,1987,2,5.38,HAR82,Summer yeld,5
SES88,0,1988,2,5.66,HAR82,Milk,6
SES89,1,1989,1,4.66,HAR82,Winter yeld,7
SES92,0,1992,2,5.26,HAR82,Summer yeld,10
SES94,0,1994,2,7.28,HAR82,True yeld,12
SHN02,0,2002,1,5.7,HEB98,Naive,4
ARA06,1,2006,2,4.96,HED01,Summer yeld,5
ARA07,0,2007,1,3.93,HED01,Milk,6
ARA10,0,2010,1,3.84,HED01,Milk,9
ARA11,1,2011,1,4.4,HED01,Winter yeld,10
ARA13,0,2013,2,5.23,HED01,True yeld,12
ARA15,1,2015,1,3.14,HED01,True yeld,14
HEX13,0,2013,1,5.23,HED08,Naive,5
HEX15,1,2015,1,5.78,HED08,True yeld,7
HEX17,0,2017,1,5.24,HED08,True yeld,9
CMB16,0,2016,1,5.33,HED12,Naive,4
PIL98,1,1998,2,8.06,HER93,Milk,5
HLD20,0,2020,2,4.94,HEX15,Naive,5
ABA14,1,2014,2,6.24,HIA09,Naive,5
ABA16,1,2016,1,5.38,HIA09,True yeld,7
ABA17,0,2017,1,4.68,HIA09,Milk,8
ABA20,0,2020,2,6.11,HIA09,Milk,11
ABA21,0,2021,1,5.42,HIA09,Winter yeld,12
ABA22,0,2022,2,5.28,HIA09,Winter yeld,13
DIC88,0,1988,1,6.68,HIC84,Naive,4
DIC89,1,1989,2,7.24,HIC84,Winter yeld,5
DIC90,1,1990,2,7.92,HIC84,Milk,6
DIC91,0,1991,2,8.03,HIC84,Milk,7
DIC92,0,1992,2,7.64,HIC84,Winter yeld,8
DIC93,1,1993,1,8.04,HIC84,Winter yeld,9
DIC94,1,1994,1,7.62,HIC84,Milk,10
DIC95,1,1995,1,6.46,HIC84,Milk,11
DIC96,1,1996,1,7.22,HIC84,Milk,12
DIC98,0,1998,1,7.62,HIC84,True yeld,14
DIC99,0,1999,2,5.16,HIC84,Winter yeld,15
DOC93,1,1993,2,8.46,HIC88,Summer yeld,5
DOC94,1,1994,1,9.01,HIC88,Milk,6
DOC95,1,1995,2,7.58,HIC88,Milk,7
DOC96,1,1996,1,7.64,HIC88,Milk,8
DOC97,1,1997,1,8.94,HIC88,Milk,9
DOC98,0,1998,1,8.82,HIC88,Milk,10
DOC99,0,1999,2,8.35,HIC88,Winter yeld,11
DOC00,1,2000,1,7.22,HIC88,Winter yeld,12
DOC01,0,2001,2,8.51,HIC88,Milk,13
DOC03,0,2003,2,8.21,HIC88,Milk,15
CLO93,1,1993,1,5.4,HIC89,Naive,4
CLO94,0,1994,1,6.14,HIC89,Milk,5
CLO95,1,1995,2,5.91,HIC89,Winter yeld,6
BRY07,1,2007,2,6.43,HIR03,Summer yeld,4
BRY09,1,2009,2,6.7,HIR03,True yeld,6
BRY13,0,2013,2,6.86,HIR03,Milk,10
TCL16,0,2016,1,7.12,HNY12,Naive,4
CHM08,0,2008,2,5.96,HOC05,Naive,3
CHM10,1,2010,2,5.94,HOC05,True yeld,5
CHM13,1,2013,1,6.86,HOC05,Summer yeld,8
CHM14,1,2014,2,7.11,HOC05,Milk,9
CHM15,1,2015,2,7.45,HOC05,Milk,10
CDN13,0,2013,2,6.96,HOC07,Milk,6
CDN14,0,2014,1,6.98,HOC07,Winter yeld,7
CDN15,1,2015,2,6.55,HOC07,Winter yeld,8
CDN16,0,2016,2,7.34,HOC07,Milk,9
CDN18,1,2018,2,6.83,HOC07,Summer yeld,11
FMR04,0,2004,1,6.2,HOL00,Naive,4
FMR06,1,2006,1,6.88,HOL00,True yeld,6
FMR08,0,2008,1,6.44,HOL00,True yeld,8
FMR09,1,2009,2,7.71,HOL00,Winter yeld,9
YEW99,1,1999,1,7.1,HOL94,Naive,5
YEW03,1,2003,2,9.04,HOL94,True yeld,9
HOC01,0,2001,2,5.14,HOL97,Naive,4
HOC03,0,2003,1,6.84,HOL97,True yeld,6
HOC05,1,2005,1,8.14,HOL97,Summer yeld,8
HOC09,1,2009,1,6.56,HOL97,True yeld,12
HOC11,0,2011,2,8.34,HOL97,True yeld,14
GLI04,1,2004,2,6.98,HON00,Naive,4
GLI06,1,2006,1,6.85,HON00,True yeld,6
ASB09,0,2009,1,5.91,HOO05,Naive,4
ASB10,0,2010,1,5.05,HOO05,Winter yeld,5
ASB13,1,2013,1,6.26,HOO05,Summer yeld,8
ASB14,1,2014,2,5.81,HOO05,Milk,9
ASB15,0,2015,1,5.02,HOO05,Milk,10
ASB16,1,2016,2,6.13,HOO05,Winter yeld,11
SER99,0,1999,2,5.84,HRM95,Naive,4
SER01,0,2001,1,6.07,HRM95,True yeld,6
MLD04,1,2004,1,5.31,HRM99,Naive,5
MLD06,1,2006,2,6.26,HRM99,True yeld,7
EGR91,1,1991,1,8.78,IBI84,Summer yeld,7
EGR93,1,1993,2,7.71,IBI84,True yeld,9
EGR94,0,1994,2,4.04,IBI84,Milk,10
HOL91,0,1991,2,6.53,ILE86,Naive,5
HOL94,1,1994,1,6.04,ILE86,Summer yeld,8
HOL00,1,2000,1,6.9,ILE86,True yeld,14
HOL04,0,2004,1,7.58,ILE86,Summer yeld,18
IVY92,0,1992,2,5.56,ILE87,Summer yeld,5
IVY95,1,1995,1,5.1,ILE87,Winter yeld,8
IVY97,1,1997,1,5.84,ILE87,Milk,10
IVY99,0,1999,2,7.76,ILE87,Summer yeld,12
IVY03,1,2003,2,7.06,ILE87,True yeld,16
IVY06,0,2006,2,,ILE87,True yeld,19
NEP96,1,1996,1,6.44,IND92,Naive,4
NEP98,1,1998,2,6.62,IND92,Summer yeld,6
HRM90,1,1990,2,6.94,INI86,Naive,4
HRM91,1,1991,1,6.32,INI86,Milk,5
HRM95,1,1995,1,6.74,INI86,Summer yeld,9
HRM96,0,1996,2,6.58,INI86,Milk,10
HRM97,1,1997,2,7.14,INI86,Winter yeld,11
HRM99,1,1999,1,6.22,INI86,Summer yeld,13
HRM00,0,2000,1,4.12,INI86,Milk,14
EQU92,0,1992,1,6.96,INI87,Naive,5
MCL20,0,2020,1,6.52,IRI16,Naive,4
MCL22,0,2022,2,7.24,IRI16,True yeld,6
ABS04,0,2004,1,6.82,IVO99,Naive,5
ABS06,0,2006,1,6.84,IVO99,True yeld,7
ABS08,0,2008,2,5.78,IVO99,True yeld,9
ABS14,0,2014,2,8.04,IVO99,Summer yeld,15
HED01,1,2001,1,3.6,IVY97,Naive,4
HED04,0,2004,2,6.64,IVY97,True yeld,7
HED06,1,2006,1,6.24,IVY97,True yeld,9
HED07,0,2007,2,5.76,IVY97,Milk,10
HED08,1,2008,1,5.44,IVY97,Winter yeld,11
HED10,1,2010,1,5.72,IVY97,True yeld,13
HED12,1,2012,1,5.66,IVY97,True yeld,15
ORY10,1,2010,2,5.84,JAE02,Summer yeld,8
ORY12,1,2012,2,6.73,JAE02,True yeld,10
ORY16,0,2016,1,5.4,JAE02,True yeld,14
HAN16,0,2016,1,7.14,JAE08,Milk,8
HAN17,0,2017,1,6.34,JAE08,Winter yeld,9
HAN18,0,2018,1,5.58,JAE08,Winter yeld,10
JES88,0,1988,1,5.94,JAN84,Naive,4
MLR96,1,1996,1,7.06,JUG87,Milk,9
MLR98,0,1998,1,10.12,JUG87,True yeld,11
TUS97,1,1997,2,7.46,JUG91,Milk,6
TUS99,1,1999,2,7.66,JUG91,True yeld,8
TUS01,1,2001,1,6.9,JUG91,True yeld,10
GIN89,1,1989,2,5.48,JUN85,Naive,4
GIN91,0,1991,2,8.98,JUN85,True yeld,6
GIN92,0,1992,1,5.78,JUN85,Winter yeld,7
GIN93,1,1993,1,5.54,JUN85,Winter yeld,8
GIN94,0,1994,2,6.7,JUN85,Milk,9
GIN95,1,1995,2,6.12,JUN85,Winter yeld,10
GIN96,1,1996,2,7.68,JUN85,Milk,11
ANK86,0,1986,2,5.32,KIL82,Naive,4
ANK87,1,1987,2,6.14,KIL82,Winter yeld,5
ANK89,1,1989,1,7.01,KIL82,True yeld,7
ANK90,1,1990,1,8.38,KIL82,Milk,8
ANK91,1,1991,1,5.91,KIL82,Milk,9
ANK92,0,1992,1,5.64,KIL82,Milk,10
LAR01,0,2001,2,5.2,KIT95,True yeld,6
LAR02,0,2002,2,4.44,KIT95,Winter yeld,7
LAR08,0,2008,2,5.06,KIT95,True yeld,13
RUI09,1,2009,1,4.96,KLD05,Naive,4
CLV06,1,2006,2,5.24,KNO02,Naive,4
SPD00,1,2000,2,8.3,KNO95,Winter yeld,5
MSC22,0,2022,2,5.38,KOH18,Naive,4
CCO91,1,1991,2,5.72,LAM83,Milk,8
CCO95,1,1995,2,6.38,LAM83,Milk,12
HAZ10,1,2010,2,5.96,LCH06,Naive,4
HAZ12,1,2012,2,8.48,LCH06,True yeld,6
HAZ14,1,2014,1,7.38,LCH06,True yeld,8
HAZ17,0,2017,1,8.08,LCH06,Milk,11
WLL12,1,2012,1,6.96,LCH08,Naive,4
ELK17,1,2017,1,7.61,LEI13,Naive,4
ELK18,1,2018,1,7.78,LEI13,Milk,5
ELK19,1,2019,2,7.61,LEI13,Milk,6
ELK21,1,2021,2,7.54,LEI13,Milk,8
WST19,1,2019,1,4.82,LIA14,Naive,5
CWR84,1,1984,1,6.54,LIM80,Naive,4
CWR87,0,1987,1,5.8,LIM80,Winter yeld,7
CWR88,0,1988,2,7.72,LIM80,Winter yeld,8
CWR90,0,1990,2,7.44,LIM80,True yeld,10
CWR91,0,1991,2,8.56,LIM80,Winter yeld,11
CWR92,0,1992,2,5.23,LIM80,Winter yeld,12
PTN87,0,1987,1,4.8,LIM83,Naive,4
PTN89,0,1989,2,5.54,LIM83,True yeld,6
PTN90,0,1990,2,4.74,LIM83,Winter yeld,7
PTN93,1,1993,1,4.98,LIM83,Summer yeld,10
PID89,1,1989,1,6.68,LIM85,Naive,4
PID91,1,1991,1,5.68,LIM85,True yeld,6
PID92,0,1992,1,3.9,LIM85,Milk,7
PID94,1,1994,2,7.3,LIM85,True yeld,9
PID95,1,1995,1,5.64,LIM85,Milk,10
PID96,1,1996,2,7.56,LIM85,Milk,11
PID97,1,1997,1,6.25,LIM85,Milk,12
PID99,1,1999,1,5.21,LIM85,True yeld,14
SIE78,0,1978,1,5.42,LIT70,Milk,8
LIT74,1,1974,2,6.96,LITLH,Milk,7
LIT75,1,1975,1,5.17,LITLH,Milk,8
